BN	TN	SubNum	group	hand	isTrain	seq	cue	windowSize	digitChangePos	isTrialError	timingError	isCross	crossTime	IPI_Number	IPI_Value	N	Press_Number	Press_Value	Response_Number	Response_Value	isPressError	is_trained_seq	is_untrained_seq	is_rand_seq	is_digit_changed
1	1	1	0	2	1	14325242135	14325242135	3	4	0	0	0	0	IPI1	220	2	press2	4	response2	4	False	False	True	False	False
1	2	1	0	2	1	13524232514	13524232514	2	4	1	0	0	0	IPI1	165	2	press2	3	response2	3	False	True	False	False	False
1	3	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	205	2	press2	3	response2	3	False	True	False	False	False
1	4	1	0	2	1	51423252413	51423252413	2	4	0	0	0	0	IPI1	280	2	press2	1	response2	1	False	False	True	False	False
1	5	1	0	2	1	51423252413	51423252413	4	4	0	0	0	0	IPI1	275	2	press2	1	response2	1	False	False	True	False	False
1	6	1	0	2	1	51423252413	51423252413	2	4	0	0	0	0	IPI1	225	2	press2	1	response2	1	False	False	True	False	False
1	7	1	0	2	1	13524232514	13524232514	2	4	1	0	0	0	IPI1	215	2	press2	3	response2	3	False	True	False	False	False
1	8	1	0	2	1	14325242135	14325242135	11	4	0	0	0	0	IPI1	205	2	press2	4	response2	4	False	False	True	False	False
1	9	1	0	2	1	14325242135	14325242135	11	4	0	0	0	0	IPI1	240	2	press2	4	response2	4	False	False	True	False	False
1	10	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	260	2	press2	3	response2	3	False	True	False	False	False
1	11	1	0	2	1	14325242135	14325242135	2	4	0	0	0	0	IPI1	245	2	press2	4	response2	4	False	False	True	False	False
1	12	1	0	2	1	51423252413	51423252413	3	4	0	0	0	0	IPI1	265	2	press2	1	response2	1	False	False	True	False	False
1	13	1	0	2	1	14325242135	14325242135	3	4	0	0	0	0	IPI1	265	2	press2	4	response2	4	False	False	True	False	False
1	14	1	0	2	1	35421252143	35421252143	11	4	1	0	0	0	IPI1	675	2	press2	5	response2	5	False	True	False	False	False
1	15	1	0	2	1	35421252143	35421252143	3	4	1	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
1	16	1	0	2	1	51423252413	51423252413	11	4	1	0	0	0	IPI1	265	2	press2	1	response2	1	False	False	True	False	False
1	17	1	0	2	1	35421252143	35421252143	11	4	1	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
1	18	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	245	2	press2	5	response2	5	False	True	False	False	False
1	19	1	0	2	1	51423252413	51423252413	3	4	0	0	0	0	IPI1	240	2	press2	1	response2	1	False	False	True	False	False
1	20	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	270	2	press2	3	response2	3	False	True	False	False	False
1	21	1	0	2	1	51423252413	51423252413	4	4	1	0	0	0	IPI1	230	2	press2	1	response2	1	False	False	True	False	False
1	22	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	215	2	press2	3	response2	3	False	True	False	False	False
1	23	1	0	2	1	51423252413	51423252413	11	4	0	0	0	0	IPI1	235	2	press2	1	response2	1	False	False	True	False	False
1	24	1	0	2	1	35421252143	35421252143	4	4	1	0	0	0	IPI1	265	2	press2	5	response2	5	False	True	False	False	False
1	25	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	160	2	press2	3	response2	3	False	True	False	False	False
1	26	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	260	2	press2	5	response2	5	False	True	False	False	False
1	27	1	0	2	1	14325242135	14325242135	4	4	0	0	0	0	IPI1	265	2	press2	4	response2	4	False	False	True	False	False
1	28	1	0	2	1	14325242135	14325242135	4	4	0	0	0	0	IPI1	205	2	press2	4	response2	4	False	False	True	False	False
1	29	1	0	2	1	14325242135	14325242135	2	4	0	0	0	0	IPI1	235	2	press2	4	response2	4	False	False	True	False	False
1	30	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	270	2	press2	5	response2	5	False	True	False	False	False
1	31	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	275	2	press2	5	response2	5	False	True	False	False	False
1	32	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	230	2	press2	3	response2	3	False	True	False	False	False
2	1	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
2	2	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	225	2	press2	3	response2	3	False	True	False	False	False
2	3	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	230	2	press2	3	response2	3	False	True	False	False	False
2	4	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	190	2	press2	3	response2	3	False	True	False	False	False
2	5	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	140	2	press2	3	response2	3	False	True	False	False	False
2	6	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	190	2	press2	3	response2	3	False	True	False	False	False
2	7	1	0	2	1	35421252143	35421252143	4	6	1	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
2	8	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
2	9	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
2	10	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
2	11	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	190	2	press2	5	response2	5	False	True	False	False	False
2	12	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
2	13	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	140	2	press2	3	response2	3	False	True	False	False	False
2	14	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	200	2	press2	5	response2	5	False	True	False	False	False
2	15	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	225	2	press2	3	response2	3	False	True	False	False	False
2	16	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
2	17	1	0	2	1	35421252143	35421252143	11	6	1	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
2	18	1	0	2	1	35421252143	35421252143	3	6	1	0	0	0	IPI1	245	2	press2	5	response2	5	False	True	False	False	False
2	19	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
2	20	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
2	21	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
2	22	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
2	23	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
2	24	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
2	25	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
2	26	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	160	2	press2	3	response2	3	False	True	False	False	False
2	27	1	0	2	1	35421252143	35421252143	11	6	1	0	0	0	IPI1	445	2	press2	5	response2	5	False	True	False	False	False
2	28	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
2	29	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	210	2	press2	3	response2	3	False	True	False	False	False
2	30	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	220	2	press2	3	response2	3	False	True	False	False	False
2	31	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	275	2	press2	5	response2	5	False	True	False	False	False
2	32	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	250	2	press2	5	response2	5	False	True	False	False	False
3	1	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	205	2	press2	3	response2	3	False	True	False	False	False
3	2	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	180	2	press2	3	response2	3	False	True	False	False	False
3	3	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	160	2	press2	3	response2	3	False	True	False	False	False
3	4	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
3	5	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	175	2	press2	3	response2	3	False	True	False	False	False
3	6	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
3	7	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	95	2	press2	3	response2	3	False	True	False	False	False
3	8	1	0	2	1	35421252143	35421252143	11	6	1	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
3	9	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
3	10	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	140	2	press2	3	response2	3	False	True	False	False	False
3	11	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
3	12	1	0	2	1	35421252143	35421252143	11	6	1	0	0	0	IPI1	865	2	press2	5	response2	5	False	True	False	False	False
3	13	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	130	2	press2	3	response2	3	False	True	False	False	False
3	14	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
3	15	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
3	16	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	255	2	press2	3	response2	3	False	True	False	False	False
3	17	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
3	18	1	0	2	1	13524232514	13524232514	2	6	1	0	0	0	IPI1	185	2	press2	3	response2	3	False	True	False	False	False
3	19	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
3	20	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	190	2	press2	3	response2	3	False	True	False	False	False
3	21	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
3	22	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
3	23	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
3	24	1	0	2	1	13524232514	13524232514	3	6	1	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
3	25	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
3	26	1	0	2	1	13524232514	13524232514	4	6	1	0	0	0	IPI1	90	2	press2	3	response2	3	False	True	False	False	False
3	27	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	120	2	press2	3	response2	3	False	True	False	False	False
3	28	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
3	29	1	0	2	1	13524232514	13524232514	2	6	1	0	0	0	IPI1	190	2	press2	3	response2	3	False	True	False	False	False
3	30	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
3	31	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	235	2	press2	5	response2	5	False	True	False	False	False
3	32	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
4	1	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
4	2	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
4	3	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
4	4	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	280	2	press2	5	response2	5	False	True	False	False	False
4	5	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
4	6	1	0	2	1	13524232514	13524232514	2	6	1	0	0	0	IPI1	140	2	press2	3	response2	3	False	True	False	False	False
4	7	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
4	8	1	0	2	1	35421252143	35421252143	4	6	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
4	9	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
4	10	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
4	11	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
4	12	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
4	13	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
4	14	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
4	15	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
4	16	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
4	17	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	240	2	press2	3	response2	3	False	True	False	False	False
4	18	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
4	19	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	160	2	press2	3	response2	3	False	True	False	False	False
4	20	1	0	2	1	13524232514	13524232514	3	6	1	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
4	21	1	0	2	1	13524232514	13524232514	2	6	0	0	0	0	IPI1	290	2	press2	3	response2	3	False	True	False	False	False
4	22	1	0	2	1	35421252143	35421252143	4	6	1	0	0	0	IPI1	335	2	press2	5	response2	5	False	True	False	False	False
4	23	1	0	2	1	35421252143	35421252143	11	6	0	0	0	0	IPI1	255	2	press2	5	response2	5	False	True	False	False	False
4	24	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	130	2	press2	3	response2	3	False	True	False	False	False
4	25	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	90	2	press2	3	response2	3	False	True	False	False	False
4	26	1	0	2	1	13524232514	13524232514	4	6	0	0	0	0	IPI1	100	2	press2	3	response2	3	False	True	False	False	False
4	27	1	0	2	1	13524232514	13524232514	3	6	0	0	0	0	IPI1	95	2	press2	3	response2	3	False	True	False	False	False
4	28	1	0	2	1	35421252143	35421252143	3	6	0	0	0	0	IPI1	165	2	press2	5	response2	5	False	True	False	False	False
4	29	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
4	30	1	0	2	1	35421252143	35421252143	2	6	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
4	31	1	0	2	1	13524232514	13524232514	2	6	1	0	0	0	IPI1	155	2	press2	3	response2	3	False	True	False	False	False
4	32	1	0	2	1	13524232514	13524232514	11	6	0	0	0	0	IPI1	140	2	press2	3	response2	3	False	True	False	False	False
5	1	1	0	2	1	35421252143	35421252143	3	4	1	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
5	2	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
5	3	1	0	2	1	13524232514	13524232514	3	4	1	0	0	0	IPI1	130	2	press2	3	response2	3	False	True	False	False	False
5	4	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	125	2	press2	3	response2	3	False	True	False	False	False
5	5	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	210	2	press2	5	response2	5	False	True	False	False	False
5	6	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
5	7	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	190	2	press2	5	response2	5	False	True	False	False	False
5	8	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
5	9	1	0	2	1	13524232514	13524232514	4	4	1	0	0	0	IPI1	165	2	press2	3	response2	3	False	True	False	False	False
5	10	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	220	2	press2	5	response2	5	False	True	False	False	False
5	11	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
5	12	1	0	2	1	35421252143	35421252143	2	4	1	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
5	13	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
5	14	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	185	2	press2	5	response2	5	False	True	False	False	False
5	15	1	0	2	1	13524232514	13524232514	2	4	1	0	0	0	IPI1	170	2	press2	3	response2	3	False	True	False	False	False
5	16	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
5	17	1	0	2	1	13524232514	13524232514	2	4	0	0	0	0	IPI1	215	2	press2	3	response2	3	False	True	False	False	False
5	18	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
5	19	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	125	2	press2	3	response2	3	False	True	False	False	False
5	20	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
5	21	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
5	22	1	0	2	1	13524232514	13524232514	2	4	0	0	0	0	IPI1	235	2	press2	3	response2	3	False	True	False	False	False
5	23	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
5	24	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
5	25	1	0	2	1	13524232514	13524232514	2	4	0	0	0	0	IPI1	210	2	press2	3	response2	3	False	True	False	False	False
5	26	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	200	2	press2	5	response2	5	False	True	False	False	False
5	27	1	0	2	1	35421252143	35421252143	2	4	1	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
5	28	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
5	29	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	265	2	press2	5	response2	5	False	True	False	False	False
5	30	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
5	31	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	230	2	press2	5	response2	5	False	True	False	False	False
5	32	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	120	2	press2	3	response2	3	False	True	False	False	False
6	1	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	165	2	press2	3	response2	3	False	True	False	False	False
6	2	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	200	2	press2	5	response2	5	False	True	False	False	False
6	3	1	0	2	1	13524232514	13524232514	2	4	1	0	0	0	IPI1	155	2	press2	3	response2	3	False	True	False	False	False
6	4	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	200	2	press2	5	response2	5	False	True	False	False	False
6	5	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	130	2	press2	3	response2	3	False	True	False	False	False
6	6	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	170	2	press2	5	response2	5	False	True	False	False	False
6	7	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
6	8	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	175	2	press2	5	response2	5	False	True	False	False	False
6	9	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	180	2	press2	5	response2	5	False	True	False	False	False
6	10	1	0	2	1	13524232514	13524232514	2	4	0	0	0	0	IPI1	170	2	press2	3	response2	3	False	True	False	False	False
6	11	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	125	2	press2	3	response2	3	False	True	False	False	False
6	12	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	200	2	press2	5	response2	5	False	True	False	False	False
6	13	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	110	2	press2	3	response2	3	False	True	False	False	False
6	14	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
6	15	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	195	2	press2	5	response2	5	False	True	False	False	False
6	16	1	0	2	1	35421252143	35421252143	3	4	1	0	0	0	IPI1	190	2	press2	5	response2	5	False	True	False	False	False
6	17	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	95	2	press2	3	response2	3	False	True	False	False	False
6	18	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	180	2	press2	5	response2	5	False	True	False	False	False
6	19	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	185	2	press2	5	response2	5	False	True	False	False	False
6	20	1	0	2	1	13524232514	13524232514	4	4	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
6	21	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
6	22	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	160	2	press2	5	response2	5	False	True	False	False	False
6	23	1	0	2	1	13524232514	13524232514	3	4	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
6	24	1	0	2	1	13524232514	13524232514	3	4	1	0	0	0	IPI1	125	2	press2	3	response2	3	False	True	False	False	False
6	25	1	0	2	1	13524232514	13524232514	2	4	0	0	0	0	IPI1	165	2	press2	3	response2	3	False	True	False	False	False
6	26	1	0	2	1	35421252143	35421252143	2	4	0	0	0	0	IPI1	250	2	press2	5	response2	5	False	True	False	False	False
6	27	1	0	2	1	13524232514	13524232514	2	4	1	0	0	0	IPI1	180	2	press2	3	response2	3	False	True	False	False	False
6	28	1	0	2	1	35421252143	35421252143	11	4	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
6	29	1	0	2	1	35421252143	35421252143	4	4	0	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
6	30	1	0	2	1	35421252143	35421252143	3	4	0	0	0	0	IPI1	245	2	press2	5	response2	5	False	True	False	False	False
6	31	1	0	2	1	13524232514	13524232514	11	4	0	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
6	32	1	0	2	1	13524232514	13524232514	11	4	1	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
7	1	1	0	2	1	13524232514	13524232514	2	8	0	0	0	0	IPI1	200	2	press2	3	response2	3	False	True	False	False	False
7	2	1	0	2	1	13524232514	13524232514	3	8	0	0	0	0	IPI1	130	2	press2	3	response2	3	False	True	False	False	False
7	3	1	0	2	1	13524232514	13524232514	4	8	1	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
7	4	1	0	2	1	35421252143	35421252143	3	8	0	0	0	0	IPI1	215	2	press2	5	response2	5	False	True	False	False	False
7	5	1	0	2	1	35421252143	35421252143	2	8	0	0	0	0	IPI1	260	2	press2	5	response2	5	False	True	False	False	False
7	6	1	0	2	1	13524232514	13524232514	11	8	1	0	0	0	IPI1	150	2	press2	3	response2	3	False	True	False	False	False
7	7	1	0	2	1	35421252143	35421252143	4	8	0	0	0	0	IPI1	225	2	press2	5	response2	5	False	True	False	False	False
7	8	1	0	2	1	13524232514	13524232514	11	8	0	0	0	0	IPI1	155	2	press2	3	response2	3	False	True	False	False	False
7	9	1	0	2	1	35421252143	35421252143	2	8	0	0	0	0	IPI1	250	2	press2	5	response2	5	False	True	False	False	False
7	10	1	0	2	1	13524232514	13524232514	2	8	0	0	0	0	IPI1	165	2	press2	3	response2	3	False	True	False	False	False
7	11	1	0	2	1	13524232514	13524232514	2	8	0	0	0	0	IPI1	155	2	press2	3	response2	3	False	True	False	False	False
7	12	1	0	2	1	35421252143	35421252143	2	8	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
7	13	1	0	2	1	35421252143	35421252143	11	8	0	0	0	0	IPI1	240	2	press2	5	response2	5	False	True	False	False	False
7	14	1	0	2	1	13524232514	13524232514	3	8	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
7	15	1	0	2	1	13524232514	13524232514	4	8	0	0	0	0	IPI1	115	2	press2	3	response2	3	False	True	False	False	False
7	16	1	0	2	1	35421252143	35421252143	3	8	0	0	0	0	IPI1	185	2	press2	5	response2	5	False	True	False	False	False
7	17	1	0	2	1	35421252143	35421252143	3	8	0	0	0	0	IPI1	180	2	press2	5	response2	5	False	True	False	False	False
7	18	1	0	2	1	13524232514	13524232514	3	8	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
7	19	1	0	2	1	13524232514	13524232514	4	8	0	0	0	0	IPI1	120	2	press2	3	response2	3	False	True	False	False	False
7	20	1	0	2	1	35421252143	35421252143	3	8	0	0	0	0	IPI1	205	2	press2	5	response2	5	False	True	False	False	False
7	21	1	0	2	1	35421252143	35421252143	11	8	0	0	0	0	IPI1	165	2	press2	5	response2	5	False	True	False	False	False
7	22	1	0	2	1	35421252143	35421252143	2	8	0	0	0	0	IPI1	190	2	press2	5	response2	5	False	True	False	False	False
7	23	1	0	2	1	35421252143	35421252143	11	8	0	0	0	0	IPI1	190	2	press2	5	response2	5	False	True	False	False	False
7	24	1	0	2	1	13524232514	13524232514	11	8	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
7	25	1	0	2	1	35421252143	35421252143	4	8	0	0	0	0	IPI1	185	2	press2	5	response2	5	False	True	False	False	False
7	26	1	0	2	1	13524232514	13524232514	2	8	0	0	0	0	IPI1	120	2	press2	3	response2	3	False	True	False	False	False
7	27	1	0	2	1	13524232514	13524232514	3	8	0	0	0	0	IPI1	145	2	press2	3	response2	3	False	True	False	False	False
7	28	1	0	2	1	13524232514	13524232514	4	8	0	0	0	0	IPI1	135	2	press2	3	response2	3	False	True	False	False	False
