BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime	IPI1	IPI2	IPI3	IPI4	IPI5	IPI6	IPI7	IPI8	IPI9	IPI10	IPI0	is_trained_seq	is_untrained_seq	is_rand_seq	is_digit_changed
1	1	1	0	2	1	0	14325242135	14325242135	4	0	3	1	4	3	2	5	2	4	2	1	3	5	825	3375	4200	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	830	1050	1275	1835	2110	2455	2730	3275	3545	3790	3985	3500.0	2940.0	0	-1	7420	-1	-1	1	0	0	220	225	560	275	345	275	545	270	245	195	825	False	True	False	False
1	2	1	0	2	1	0	13524232514	13524232514	4	0	2	1	3	5	2	4	2	3	2	5	1	4	825	3325	4150	1	0	0	1	3	5	2	4	2	4	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	830	995	1355	1610	1860	2075	2320	3185	3400	3725	3970	3500.0	2940.0	0	-1	7370	-1	-1	1	0	0	165	360	255	250	215	245	865	215	325	245	825	True	False	False	False
1	3	1	0	2	1	0	13524232514	13524232514	4	0	4	1	3	5	2	4	2	3	2	5	1	4	735	2720	3455	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	740	945	1170	1420	1710	1940	2190	2460	2770	3070	3285	3500.0	2940.0	0	-1	6675	-1	-1	1	0	0	205	225	250	290	230	250	270	310	300	215	735	True	False	False	False
1	4	1	0	2	1	0	51423252413	51423252413	4	0	2	5	1	4	2	3	2	5	2	4	1	3	710	2905	3615	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	715	995	1275	1465	1750	2140	2420	2665	2905	3195	3395	3500.0	2940.0	0	-1	6835	-1	-1	1	0	0	280	280	190	285	390	280	245	240	290	200	710	False	True	False	False
1	5	1	0	2	1	0	51423252413	51423252413	4	0	4	5	1	4	2	3	2	5	2	4	1	3	510	2575	3085	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	515	790	1010	1205	1440	1695	1945	2160	2435	2680	2840	3500.0	2940.0	0	-1	6305	-1	-1	1	0	0	275	220	195	235	255	250	215	275	245	160	510	False	True	False	False
1	6	1	0	2	1	0	51423252413	51423252413	4	0	2	5	1	4	2	3	2	5	2	4	1	3	420	2425	2845	0	0	3	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	425	650	875	1095	1340	1550	1785	1990	2250	2455	2595	3500.0	2940.0	0	-1	6065	-1	-1	1	0	0	225	225	220	245	210	235	205	260	205	140	420	False	True	False	False
1	7	1	0	2	1	0	13524232514	13524232514	4	0	2	1	3	5	2	4	2	3	2	5	1	4	420	3050	3470	1	0	0	1	3	5	2	4	2	3	2	5	2	4	2	2	2	2	2	2	2	2	2	2	2	425	640	920	1125	1395	1610	1885	2120	2375	2600	3210	3500.0	2940.0	0	-1	6690	-1	-1	1	0	0	215	280	205	270	215	275	235	255	225	610	420	True	False	False	False
1	8	1	0	2	1	0	14325242135	14325242135	4	0	11	1	4	3	2	5	2	4	2	1	3	5	590	3095	3685	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	595	800	1120	1400	1655	1895	2295	2700	2980	3245	3435	3500.0	2940.0	0	-1	6905	-1	-1	1	0	0	205	320	280	255	240	400	405	280	265	190	590	False	True	False	False
1	9	1	0	2	1	0	14325242135	14325242135	4	0	11	1	4	3	2	5	2	4	2	1	3	5	550	2535	3085	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	555	795	1005	1245	1475	1695	1950	2185	2505	2720	2870	3500.0	2940.0	0	-1	6305	-1	-1	1	0	0	240	210	240	230	220	255	235	320	215	150	550	False	True	False	False
1	10	1	0	2	1	0	13524232514	13524232514	4	0	4	1	3	5	2	4	2	3	2	5	1	4	485	2580	3065	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	490	750	950	1170	1405	1580	1840	2085	2405	2685	2875	3500.0	2940.0	0	-1	6285	-1	-1	1	0	0	260	200	220	235	175	260	245	320	280	190	485	True	False	False	False
1	11	1	0	2	1	0	14325242135	14325242135	4	0	2	1	4	3	2	5	2	4	2	1	3	5	445	2555	3000	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	450	695	930	1155	1410	1625	1870	2110	2415	2590	2780	3500.0	2940.0	0	-1	6220	-1	-1	1	0	0	245	235	225	255	215	245	240	305	175	190	445	False	True	False	False
1	12	1	0	2	1	0	51423252413	51423252413	4	0	3	5	1	4	2	3	2	5	2	4	1	3	440	2455	2895	0	0	3	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	445	710	925	1125	1360	1595	1810	2030	2280	2515	2660	3500.0	2940.0	0	-1	6115	-1	-1	1	0	0	265	215	200	235	235	215	220	250	235	145	440	False	True	False	False
1	13	1	0	2	1	0	14325242135	14325242135	4	0	3	1	4	3	2	5	2	4	2	1	3	5	600	2695	3295	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	605	870	1090	1315	1565	1770	2010	2250	2730	2915	3060	3500.0	2940.0	0	-1	6515	-1	-1	1	0	0	265	220	225	250	205	240	240	480	185	145	600	False	True	False	False
1	14	1	0	2	1	0	35421252143	35421252143	4	0	11	3	5	4	2	1	2	5	2	1	4	3	695	3920	4615	1	0	0	1	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	700	1375	1640	2385	2660	2975	3230	3500	3945	4220	4400	3500.0	2940.0	0	-1	7835	-1	-1	1	0	0	675	265	745	275	315	255	270	445	275	180	695	True	False	False	False
1	15	1	0	2	1	0	35421252143	35421252143	4	0	3	3	5	4	2	1	2	5	2	1	4	3	625	3890	4515	1	0	0	3	5	2	4	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	630	855	1065	1345	2510	2755	3020	3270	3580	3900	4305	3500.0	2940.0	0	-1	7735	-1	-1	1	0	0	225	210	280	1165	245	265	250	310	320	405	625	True	False	False	False
1	16	1	0	2	1	0	51423252413	51423252413	4	0	11	5	1	4	2	3	2	5	2	4	1	3	495	3325	3820	1	0	0	5	1	4	2	3	2	5	4	4	1	3	2	2	2	2	2	2	2	2	2	2	2	500	765	1010	1245	1515	1810	2105	2515	3305	3465	3600	3500.0	2940.0	0	-1	7040	-1	-1	1	0	0	265	245	235	270	295	295	410	790	160	135	495	False	True	False	False
1	17	1	0	2	1	0	35421252143	35421252143	4	0	11	3	5	4	2	1	2	5	2	1	4	3	730	3630	4360	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	735	960	1230	1895	2360	2665	3070	3350	3795	4025	4145	3500.0	2940.0	0	-1	7580	-1	-1	1	0	0	225	270	665	465	305	405	280	445	230	120	730	True	False	False	False
1	18	1	0	2	1	0	35421252143	35421252143	4	0	4	3	5	4	2	1	2	5	2	1	4	3	1125	3285	4410	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1130	1375	1725	1985	2290	2580	2870	3135	3815	4060	4205	3500.0	2940.0	0	-1	7630	-1	-1	1	0	0	245	350	260	305	290	290	265	680	245	145	1125	True	False	False	False
1	19	1	0	2	1	0	51423252413	51423252413	4	0	3	5	1	4	2	3	2	5	2	4	1	3	650	3110	3760	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	655	895	1115	1355	1635	2060	2440	2720	3155	3385	3515	3500.0	2940.0	0	-1	6980	-1	-1	1	0	0	240	220	240	280	425	380	280	435	230	130	650	False	True	False	False
1	20	1	0	2	1	0	13524232514	13524232514	4	0	11	1	3	5	2	4	2	3	2	5	1	4	595	2720	3315	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	600	870	1095	1340	1615	1815	2080	2340	2710	3000	3140	3500.0	2940.0	0	-1	6535	-1	-1	1	0	0	270	225	245	275	200	265	260	370	290	140	595	True	False	False	False
1	21	1	0	2	1	0	51423252413	51423252413	4	0	4	5	1	4	2	3	2	5	2	4	1	3	590	3680	4270	1	0	0	5	1	4	3	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	595	825	1035	1320	2075	2455	2765	3185	3490	3795	4035	3500.0	2940.0	0	-1	7490	-1	-1	1	0	0	230	210	285	755	380	310	420	305	305	240	590	False	True	False	False
1	22	1	0	2	1	0	13524232514	13524232514	4	0	3	1	3	5	2	4	2	3	2	5	1	4	705	2610	3315	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	710	925	1100	1365	1605	1820	2075	2360	2630	2930	3110	3500.0	2940.0	0	-1	6535	-1	-1	1	0	0	215	175	265	240	215	255	285	270	300	180	705	True	False	False	False
1	23	1	0	2	1	0	51423252413	51423252413	4	0	11	5	1	4	2	3	2	5	2	4	1	3	500	3035	3535	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	505	740	940	1240	1500	1775	2195	2590	2935	3145	3305	3500.0	2940.0	0	-1	6755	-1	-1	1	0	0	235	200	300	260	275	420	395	345	210	160	500	False	True	False	False
1	24	1	0	2	1	0	35421252143	35421252143	4	0	4	3	5	4	2	1	2	5	2	1	4	3	635	3695	4330	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	640	905	1195	1695	2080	2455	2840	3275	3605	3935	4180	3500.0	2940.0	0	-1	7550	-1	-1	1	0	0	265	290	500	385	375	385	435	330	330	245	635	True	False	False	False
1	25	1	0	2	1	0	13524232514	13524232514	4	0	3	1	3	5	2	4	2	3	2	5	1	4	705	3100	3805	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	710	870	1065	1400	1705	1915	2230	2585	3230	3425	3575	3500.0	2940.0	0	-1	7025	-1	-1	1	0	0	160	195	335	305	210	315	355	645	195	150	705	True	False	False	False
1	26	1	0	2	1	0	35421252143	35421252143	4	0	2	3	5	4	2	1	2	5	2	1	4	3	710	3830	4540	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	715	975	1370	1620	1930	2270	3170	3535	3840	4150	4340	3500.0	2940.0	0	-1	7760	-1	-1	1	0	0	260	395	250	310	340	900	365	305	310	190	710	True	False	False	False
1	27	1	0	2	1	0	14325242135	14325242135	4	0	4	1	4	3	2	5	2	4	2	1	3	5	780	3840	4620	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	785	1050	1305	1725	2110	2410	3165	3655	4080	4250	4400	3500.0	2940.0	0	-1	7840	-1	-1	1	0	0	265	255	420	385	300	755	490	425	170	150	780	False	True	False	False
1	28	1	0	2	1	0	14325242135	14325242135	4	0	4	1	4	3	2	5	2	4	2	1	3	5	715	2640	3355	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	720	925	1120	1385	1630	1865	2160	2520	2875	3000	3125	3500.0	2940.0	0	-1	6575	-1	-1	1	0	0	205	195	265	245	235	295	360	355	125	125	715	False	True	False	False
1	29	1	0	2	1	0	14325242135	14325242135	4	0	2	1	4	3	2	5	2	4	2	1	3	5	610	3010	3620	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	615	850	1155	1425	1720	1990	2275	2555	3040	3260	3425	3500.0	2940.0	0	-1	6840	-1	-1	1	0	0	235	305	270	295	270	285	280	485	220	165	610	False	True	False	False
1	30	1	0	2	1	0	35421252143	35421252143	4	0	3	3	5	4	2	1	2	5	2	1	4	3	840	3405	4245	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	845	1115	1505	1795	2125	2475	2845	3230	3605	3885	4030	3500.0	2940.0	0	-1	7465	-1	-1	1	0	0	270	390	290	330	350	370	385	375	280	145	840	True	False	False	False
1	31	1	0	2	1	0	35421252143	35421252143	4	0	2	3	5	4	2	1	2	5	2	1	4	3	600	3310	3910	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	605	880	1195	1475	1815	2095	2495	2810	3220	3545	3710	3500.0	2940.0	0	-1	7130	-1	-1	1	0	0	275	315	280	340	280	400	315	410	325	165	600	True	False	False	False
1	32	1	0	2	1	0	13524232514	13524232514	4	0	11	1	3	5	2	4	2	3	2	5	1	4	575	3125	3700	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	580	810	1035	1285	1570	1810	2125	2765	3070	3320	3505	3500.0	2940.0	0	-1	6920	-1	-1	1	0	0	230	225	250	285	240	315	640	305	250	185	575	True	False	False	False
2	1	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	1115	2870	3985	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1120	1350	1635	1865	2265	2550	2840	3095	3425	3665	3780	3500.0	2940.0	0	-1	7205	-1	-1	1	0	0	230	285	230	400	285	290	255	330	240	115	1115	True	False	False	False
2	2	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	645	2570	3215	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	650	875	1105	1325	1590	1780	2060	2380	2655	2895	3065	3500.0	2940.0	0	-1	6435	-1	-1	1	0	0	225	230	220	265	190	280	320	275	240	170	645	True	False	False	False
2	3	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	535	2995	3530	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	540	770	975	1190	1435	1615	1880	2170	2405	2645	3295	3500.0	2940.0	0	-1	6750	-1	-1	1	0	0	230	205	215	245	180	265	290	235	240	650	535	True	False	False	False
2	4	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	610	2995	3605	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	615	805	975	1215	1420	1615	1910	2670	2920	3175	3390	3500.0	2940.0	0	-1	6825	-1	-1	1	0	0	190	170	240	205	195	295	760	250	255	215	610	True	False	False	False
2	5	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	670	2580	3250	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	675	815	1025	1310	1605	1855	2110	2340	2590	2835	3015	3500.0	2940.0	0	-1	6470	-1	-1	1	0	0	140	210	285	295	250	255	230	250	245	180	670	True	False	False	False
2	6	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	535	2465	3000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	540	730	930	1160	1380	1560	1765	2055	2355	2640	2830	3500.0	2940.0	0	-1	6220	-1	-1	1	0	0	190	200	230	220	180	205	290	300	285	190	535	True	False	False	False
2	7	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	705	3585	4290	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	710	915	1175	1875	2245	2565	2935	3160	3530	3800	4095	3500.0	2940.0	0	-1	7510	-1	-1	1	0	0	205	260	700	370	320	370	225	370	270	295	705	True	False	False	False
2	8	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	585	2565	3150	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	590	700	895	1150	1435	1615	1940	2230	2475	2725	2985	3500.0	2940.0	0	-1	6370	-1	-1	1	0	0	110	195	255	285	180	325	290	245	250	260	585	True	False	False	False
2	9	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	820	3515	4335	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	825	1035	1755	2005	2310	2545	2845	3130	3645	3920	4070	3500.0	2940.0	0	-1	7555	-1	-1	1	0	0	210	720	250	305	235	300	285	515	275	150	820	True	False	False	False
2	10	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	615	2440	3055	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	620	770	940	1190	1420	1645	1890	2150	2410	2685	2920	3500.0	2940.0	0	-1	6275	-1	-1	1	0	0	150	170	250	230	225	245	260	260	275	235	615	True	False	False	False
2	11	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	830	3065	3895	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	835	1025	1375	1605	1965	2245	2580	2915	3355	3565	3665	3500.0	2940.0	0	-1	7115	-1	-1	1	0	0	190	350	230	360	280	335	335	440	210	100	830	True	False	False	False
2	12	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	570	2520	3090	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	575	720	865	1220	1540	1720	1995	2245	2475	2725	2880	3500.0	2940.0	0	-1	6310	-1	-1	1	0	0	145	145	355	320	180	275	250	230	250	155	570	True	False	False	False
2	13	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	570	2165	2735	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	575	715	860	1075	1300	1490	1700	1950	2175	2405	2570	3500.0	2940.0	0	-1	5955	-1	-1	1	0	0	140	145	215	225	190	210	250	225	230	165	570	True	False	False	False
2	14	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	925	3575	4500	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	930	1130	1590	1930	2220	2440	2670	3475	3875	4165	4330	3500.0	2940.0	0	-1	7720	-1	-1	1	0	0	200	460	340	290	220	230	805	400	290	165	925	True	False	False	False
2	15	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	545	2760	3305	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	550	775	1005	1280	1540	1720	2080	2380	2665	2935	3125	3500.0	2940.0	0	-1	6525	-1	-1	1	0	0	225	230	275	260	180	360	300	285	270	190	545	True	False	False	False
2	16	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	540	2400	2940	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545	680	845	1045	1275	1445	1885	2115	2390	2610	2770	3500.0	2940.0	0	-1	6160	-1	-1	1	0	0	135	165	200	230	170	440	230	275	220	160	540	True	False	False	False
2	17	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	605	3900	4505	1	0	0	3	5	2	2	1	2	1	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	610	805	1115	1650	1950	2175	2485	3670	3995	4195	4285	3500.0	2940.0	0	-1	7725	-1	-1	1	0	0	195	310	535	300	225	310	1185	325	200	90	605	True	False	False	False
2	18	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	695	3630	4325	1	0	0	3	5	4	2	1	2	5	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	700	945	1435	1690	1970	2145	2445	2765	3110	3625	4125	3500.0	2940.0	0	-1	7545	-1	-1	1	0	0	245	490	255	280	175	300	320	345	515	500	695	True	False	False	False
2	19	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	745	2705	3450	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	750	945	1220	1445	1770	2040	2330	2570	2845	3105	3245	3500.0	2940.0	0	-1	6670	-1	-1	1	0	0	195	275	225	325	270	290	240	275	260	140	745	True	False	False	False
2	20	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	640	3260	3900	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	645	865	1210	1505	1840	2125	2465	2780	3255	3550	3695	3500.0	2940.0	0	-1	7120	-1	-1	1	0	0	220	345	295	335	285	340	315	475	295	145	640	True	False	False	False
2	21	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	650	2810	3460	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	655	885	1180	1395	1740	2045	2365	2670	2950	3150	3285	3500.0	2940.0	0	-1	6680	-1	-1	1	0	0	230	295	215	345	305	320	305	280	200	135	650	True	False	False	False
2	22	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	630	3035	3665	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	635	780	950	1180	1390	1905	2195	2765	3040	3285	3440	3500.0	2940.0	0	-1	6885	-1	-1	1	0	0	145	170	230	210	515	290	570	275	245	155	630	True	False	False	False
2	23	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	720	2705	3425	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	725	935	1195	1390	1700	1955	2235	2510	2795	3060	3220	3500.0	2940.0	0	-1	6645	-1	-1	1	0	0	210	260	195	310	255	280	275	285	265	160	720	True	False	False	False
2	24	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	590	3020	3610	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	595	815	1070	1330	1600	1865	2170	2450	2995	3275	3415	3500.0	2940.0	0	-1	6830	-1	-1	1	0	0	220	255	260	270	265	305	280	545	280	140	590	True	False	False	False
2	25	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	570	2865	3435	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	575	815	1070	1305	1590	1820	2115	2340	2635	3050	3230	3500.0	2940.0	0	-1	6655	-1	-1	1	0	0	240	255	235	285	230	295	225	295	415	180	570	True	False	False	False
2	26	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	540	2880	3420	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545	705	880	1135	1360	1645	1940	2400	2655	2950	3235	3500.0	2940.0	0	-1	6640	-1	-1	1	0	0	160	175	255	225	285	295	460	255	295	285	540	True	False	False	False
2	27	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	735	3725	4460	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	740	1185	1570	2210	2565	2840	3120	3490	3840	4110	4215	3500.0	2940.0	0	-1	7680	-1	-1	1	0	0	445	385	640	355	275	280	370	350	270	105	735	True	False	False	False
2	28	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	600	2485	3085	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605	755	960	1200	1445	1615	1880	2115	2395	2660	2880	3500.0	2940.0	0	-1	6305	-1	-1	1	0	0	150	205	240	245	170	265	235	280	265	220	600	True	False	False	False
2	29	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	600	3085	3685	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605	815	1020	1255	1515	1695	1930	2165	2465	2705	3395	3500.0	2940.0	0	-1	6905	-1	-1	1	0	0	210	205	235	260	180	235	235	300	240	690	600	True	False	False	False
2	30	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	590	2905	3495	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	595	815	1090	1335	1610	1835	2255	2565	2865	3110	3315	3500.0	2940.0	0	-1	6715	-1	-1	1	0	0	220	275	245	275	225	420	310	300	245	205	590	True	False	False	False
2	31	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	605	3475	4080	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	610	885	1165	1400	1780	2065	2455	2725	3130	3530	3880	3500.0	2940.0	0	-1	7300	-1	-1	1	0	0	275	280	235	380	285	390	270	405	400	350	605	True	False	False	False
2	32	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	695	3330	4025	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	700	950	1225	1465	1745	2020	2285	2940	3290	3585	3710	3500.0	2940.0	0	-1	7245	-1	-1	1	0	0	250	275	240	280	275	265	655	350	295	125	695	True	False	False	False
3	1	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	665	2565	3230	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	670	875	1100	1330	1570	1760	2095	2370	2595	2845	3015	3500.0	2940.0	0	-1	6450	-1	-1	1	0	0	205	225	230	240	190	335	275	225	250	170	665	True	False	False	False
3	2	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	540	2225	2765	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545	725	890	1075	1280	1435	1710	1985	2220	2425	2595	3500.0	2940.0	0	-1	5985	-1	-1	1	0	0	180	165	185	205	155	275	275	235	205	170	540	True	False	False	False
3	3	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	465	2565	3030	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	470	630	795	990	1210	1350	1560	2125	2430	2660	2835	3500.0	2940.0	0	-1	6250	-1	-1	1	0	0	160	165	195	220	140	210	565	305	230	175	465	True	False	False	False
