BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime
1	15	1	0	2	1	0	35421252143	35421252143	4	0	3	3	5	4	2	1	2	5	2	1	4	3	625	3890	4515	1	0	0	3	5	2	4	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	630	855	1065	1345	2510	2755	3020	3270	3580	3900	4305	3500	2940	0	-1	7735	-1	-1	1	0	0
1	16	1	0	2	1	0	51423252413	51423252413	4	0	11	5	1	4	2	3	2	5	2	4	1	3	495	3325	3820	1	0	0	5	1	4	2	3	2	5	4	4	1	3	2	2	2	2	2	2	2	2	2	2	2	500	765	1010	1245	1515	1810	2105	2515	3305	3465	3600	3500	2940	0	-1	7040	-1	-1	1	0	0
1	17	1	0	2	1	0	35421252143	35421252143	4	0	11	3	5	4	2	1	2	5	2	1	4	3	730	3630	4360	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	735	960	1230	1895	2360	2665	3070	3350	3795	4025	4145	3500	2940	0	-1	7580	-1	-1	1	0	0
1	18	1	0	2	1	0	35421252143	35421252143	4	0	4	3	5	4	2	1	2	5	2	1	4	3	1125	3285	4410	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1130	1375	1725	1985	2290	2580	2870	3135	3815	4060	4205	3500	2940	0	-1	7630	-1	-1	1	0	0
1	19	1	0	2	1	0	51423252413	51423252413	4	0	3	5	1	4	2	3	2	5	2	4	1	3	650	3110	3760	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	655	895	1115	1355	1635	2060	2440	2720	3155	3385	3515	3500	2940	0	-1	6980	-1	-1	1	0	0
1	20	1	0	2	1	0	13524232514	13524232514	4	0	11	1	3	5	2	4	2	3	2	5	1	4	595	2720	3315	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	600	870	1095	1340	1615	1815	2080	2340	2710	3000	3140	3500	2940	0	-1	6535	-1	-1	1	0	0
1	21	1	0	2	1	0	51423252413	51423252413	4	0	4	5	1	4	2	3	2	5	2	4	1	3	590	3680	4270	1	0	0	5	1	4	3	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	595	825	1035	1320	2075	2455	2765	3185	3490	3795	4035	3500	2940	0	-1	7490	-1	-1	1	0	0
1	22	1	0	2	1	0	13524232514	13524232514	4	0	3	1	3	5	2	4	2	3	2	5	1	4	705	2610	3315	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	710	925	1100	1365	1605	1820	2075	2360	2630	2930	3110	3500	2940	0	-1	6535	-1	-1	1	0	0
1	23	1	0	2	1	0	51423252413	51423252413	4	0	11	5	1	4	2	3	2	5	2	4	1	3	500	3035	3535	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	505	740	940	1240	1500	1775	2195	2590	2935	3145	3305	3500	2940	0	-1	6755	-1	-1	1	0	0
1	24	1	0	2	1	0	35421252143	35421252143	4	0	4	3	5	4	2	1	2	5	2	1	4	3	635	3695	4330	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	640	905	1195	1695	2080	2455	2840	3275	3605	3935	4180	3500	2940	0	-1	7550	-1	-1	1	0	0
1	25	1	0	2	1	0	13524232514	13524232514	4	0	3	1	3	5	2	4	2	3	2	5	1	4	705	3100	3805	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	710	870	1065	1400	1705	1915	2230	2585	3230	3425	3575	3500	2940	0	-1	7025	-1	-1	1	0	0
1	26	1	0	2	1	0	35421252143	35421252143	4	0	2	3	5	4	2	1	2	5	2	1	4	3	710	3830	4540	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	715	975	1370	1620	1930	2270	3170	3535	3840	4150	4340	3500	2940	0	-1	7760	-1	-1	1	0	0
1	27	1	0	2	1	0	14325242135	14325242135	4	0	4	1	4	3	2	5	2	4	2	1	3	5	780	3840	4620	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	785	1050	1305	1725	2110	2410	3165	3655	4080	4250	4400	3500	2940	0	-1	7840	-1	-1	1	0	0
1	28	1	0	2	1	0	14325242135	14325242135	4	0	4	1	4	3	2	5	2	4	2	1	3	5	715	2640	3355	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	720	925	1120	1385	1630	1865	2160	2520	2875	3000	3125	3500	2940	0	-1	6575	-1	-1	1	0	0
1	29	1	0	2	1	0	14325242135	14325242135	4	0	2	1	4	3	2	5	2	4	2	1	3	5	610	3010	3620	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	615	850	1155	1425	1720	1990	2275	2555	3040	3260	3425	3500	2940	0	-1	6840	-1	-1	1	0	0
1	30	1	0	2	1	0	35421252143	35421252143	4	0	3	3	5	4	2	1	2	5	2	1	4	3	840	3405	4245	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	845	1115	1505	1795	2125	2475	2845	3230	3605	3885	4030	3500	2940	0	-1	7465	-1	-1	1	0	0
1	31	1	0	2	1	0	35421252143	35421252143	4	0	2	3	5	4	2	1	2	5	2	1	4	3	600	3310	3910	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	605	880	1195	1475	1815	2095	2495	2810	3220	3545	3710	3500	2940	0	-1	7130	-1	-1	1	0	0
1	32	1	0	2	1	0	13524232514	13524232514	4	0	11	1	3	5	2	4	2	3	2	5	1	4	575	3125	3700	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	580	810	1035	1285	1570	1810	2125	2765	3070	3320	3505	3500	2940	0	-1	6920	-1	-1	1	0	0
2	1	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	1115.000	2870.000	3985.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1120.000	1350.000	1635.000	1865.000	2265.000	2550.000	2840.000	3095.000	3425.000	3665.000	3780.000	3500.000	2940.000	0	-1	7205	-1	-1	1	0	0	
2	2	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	645.000	2570.000	3215.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	650.000	875.000	1105.000	1325.000	1590.000	1780.000	2060.000	2380.000	2655.000	2895.000	3065.000	3500.000	2940.000	0	-1	6435	-1	-1	1	0	0	
2	3	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	535.000	2995.000	3530.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	540.000	770.000	975.000	1190.000	1435.000	1615.000	1880.000	2170.000	2405.000	2645.000	3295.000	3500.000	2940.000	0	-1	6750	-1	-1	1	0	0	
2	4	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	610.000	2995.000	3605.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	615.000	805.000	975.000	1215.000	1420.000	1615.000	1910.000	2670.000	2920.000	3175.000	3390.000	3500.000	2940.000	0	-1	6825	-1	-1	1	0	0	
2	5	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	670.000	2580.000	3250.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	675.000	815.000	1025.000	1310.000	1605.000	1855.000	2110.000	2340.000	2590.000	2835.000	3015.000	3500.000	2940.000	0	-1	6470	-1	-1	1	0	0	
2	6	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	535.000	2465.000	3000.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	540.000	730.000	930.000	1160.000	1380.000	1560.000	1765.000	2055.000	2355.000	2640.000	2830.000	3500.000	2940.000	0	-1	6220	-1	-1	1	0	0	
2	7	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	705.000	3585.000	4290.000	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	710.000	915.000	1175.000	1875.000	2245.000	2565.000	2935.000	3160.000	3530.000	3800.000	4095.000	3500.000	2940.000	0	-1	7510	-1	-1	1	0	0	
2	8	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	585.000	2565.000	3150.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	590.000	700.000	895.000	1150.000	1435.000	1615.000	1940.000	2230.000	2475.000	2725.000	2985.000	3500.000	2940.000	0	-1	6370	-1	-1	1	0	0	
2	9	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	820.000	3515.000	4335.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	825.000	1035.000	1755.000	2005.000	2310.000	2545.000	2845.000	3130.000	3645.000	3920.000	4070.000	3500.000	2940.000	0	-1	7555	-1	-1	1	0	0	
2	10	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	615.000	2440.000	3055.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	620.000	770.000	940.000	1190.000	1420.000	1645.000	1890.000	2150.000	2410.000	2685.000	2920.000	3500.000	2940.000	0	-1	6275	-1	-1	1	0	0	
2	11	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	830.000	3065.000	3895.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	835.000	1025.000	1375.000	1605.000	1965.000	2245.000	2580.000	2915.000	3355.000	3565.000	3665.000	3500.000	2940.000	0	-1	7115	-1	-1	1	0	0	
2	12	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	570.000	2520.000	3090.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	575.000	720.000	865.000	1220.000	1540.000	1720.000	1995.000	2245.000	2475.000	2725.000	2880.000	3500.000	2940.000	0	-1	6310	-1	-1	1	0	0	
2	13	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	570.000	2165.000	2735.000	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	575.000	715.000	860.000	1075.000	1300.000	1490.000	1700.000	1950.000	2175.000	2405.000	2570.000	3500.000	2940.000	0	-1	5955	-1	-1	1	0	0	
2	14	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	925.000	3575.000	4500.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	930.000	1130.000	1590.000	1930.000	2220.000	2440.000	2670.000	3475.000	3875.000	4165.000	4330.000	3500.000	2940.000	0	-1	7720	-1	-1	1	0	0	
2	15	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	545.000	2760.000	3305.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	550.000	775.000	1005.000	1280.000	1540.000	1720.000	2080.000	2380.000	2665.000	2935.000	3125.000	3500.000	2940.000	0	-1	6525	-1	-1	1	0	0	
2	16	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	540.000	2400.000	2940.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545.000	680.000	845.000	1045.000	1275.000	1445.000	1885.000	2115.000	2390.000	2610.000	2770.000	3500.000	2940.000	0	-1	6160	-1	-1	1	0	0	
2	17	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	605.000	3900.000	4505.000	1	0	0	3	5	2	2	1	2	1	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	610.000	805.000	1115.000	1650.000	1950.000	2175.000	2485.000	3670.000	3995.000	4195.000	4285.000	3500.000	2940.000	0	-1	7725	-1	-1	1	0	0	
2	18	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	695.000	3630.000	4325.000	1	0	0	3	5	4	2	1	2	5	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	700.000	945.000	1435.000	1690.000	1970.000	2145.000	2445.000	2765.000	3110.000	3625.000	4125.000	3500.000	2940.000	0	-1	7545	-1	-1	1	0	0	
2	19	1	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	745.000	2705.000	3450.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	750.000	945.000	1220.000	1445.000	1770.000	2040.000	2330.000	2570.000	2845.000	3105.000	3245.000	3500.000	2940.000	0	-1	6670	-1	-1	1	0	0	
2	20	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	640.000	3260.000	3900.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	645.000	865.000	1210.000	1505.000	1840.000	2125.000	2465.000	2780.000	3255.000	3550.000	3695.000	3500.000	2940.000	0	-1	7120	-1	-1	1	0	0	
2	21	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	650.000	2810.000	3460.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	655.000	885.000	1180.000	1395.000	1740.000	2045.000	2365.000	2670.000	2950.000	3150.000	3285.000	3500.000	2940.000	0	-1	6680	-1	-1	1	0	0	
2	22	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	630.000	3035.000	3665.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	635.000	780.000	950.000	1180.000	1390.000	1905.000	2195.000	2765.000	3040.000	3285.000	3440.000	3500.000	2940.000	0	-1	6885	-1	-1	1	0	0	
2	23	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	720.000	2705.000	3425.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	725.000	935.000	1195.000	1390.000	1700.000	1955.000	2235.000	2510.000	2795.000	3060.000	3220.000	3500.000	2940.000	0	-1	6645	-1	-1	1	0	0	
2	24	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	590.000	3020.000	3610.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	595.000	815.000	1070.000	1330.000	1600.000	1865.000	2170.000	2450.000	2995.000	3275.000	3415.000	3500.000	2940.000	0	-1	6830	-1	-1	1	0	0	
2	25	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	570.000	2865.000	3435.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	575.000	815.000	1070.000	1305.000	1590.000	1820.000	2115.000	2340.000	2635.000	3050.000	3230.000	3500.000	2940.000	0	-1	6655	-1	-1	1	0	0	
2	26	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	540.000	2880.000	3420.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545.000	705.000	880.000	1135.000	1360.000	1645.000	1940.000	2400.000	2655.000	2950.000	3235.000	3500.000	2940.000	0	-1	6640	-1	-1	1	0	0	
2	27	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	735.000	3725.000	4460.000	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	740.000	1185.000	1570.000	2210.000	2565.000	2840.000	3120.000	3490.000	3840.000	4110.000	4215.000	3500.000	2940.000	0	-1	7680	-1	-1	1	0	0	
2	28	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	600.000	2485.000	3085.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605.000	755.000	960.000	1200.000	1445.000	1615.000	1880.000	2115.000	2395.000	2660.000	2880.000	3500.000	2940.000	0	-1	6305	-1	-1	1	0	0	
2	29	1	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	600.000	3085.000	3685.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605.000	815.000	1020.000	1255.000	1515.000	1695.000	1930.000	2165.000	2465.000	2705.000	3395.000	3500.000	2940.000	0	-1	6905	-1	-1	1	0	0	
2	30	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	590.000	2905.000	3495.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	595.000	815.000	1090.000	1335.000	1610.000	1835.000	2255.000	2565.000	2865.000	3110.000	3315.000	3500.000	2940.000	0	-1	6715	-1	-1	1	0	0	
2	31	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	605.000	3475.000	4080.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	610.000	885.000	1165.000	1400.000	1780.000	2065.000	2455.000	2725.000	3130.000	3530.000	3880.000	3500.000	2940.000	0	-1	7300	-1	-1	1	0	0	
2	32	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	695.000	3330.000	4025.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	700.000	950.000	1225.000	1465.000	1745.000	2020.000	2285.000	2940.000	3290.000	3585.000	3710.000	3500.000	2940.000	0	-1	7245	-1	-1	1	0	0	
3	1	1	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	665.000	2565.000	3230.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	670.000	875.000	1100.000	1330.000	1570.000	1760.000	2095.000	2370.000	2595.000	2845.000	3015.000	3500.000	2940.000	0	-1	6450	-1	-1	1	0	0	
3	2	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	540.000	2225.000	2765.000	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545.000	725.000	890.000	1075.000	1280.000	1435.000	1710.000	1985.000	2220.000	2425.000	2595.000	3500.000	2940.000	0	-1	5985	-1	-1	1	0	0	
3	3	1	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	465.000	2565.000	3030.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	470.000	630.000	795.000	990.000	1210.000	1350.000	1560.000	2125.000	2430.000	2660.000	2835.000	3500.000	2940.000	0	-1	6250	-1	-1	1	0	0	
3	4	1	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	645.000	2940.000	3585.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	650.000	865.000	1125.000	1350.000	1650.000	1865.000	2230.000	2720.000	3035.000	3215.000	3380.000	3500.000	2940.000	0	-1	6805	-1	-1	1	0	0	
3	5	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	590.000	2255.000	2845.000	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	595.000	770.000	945.000	1160.000	1365.000	1535.000	1775.000	1995.000	2245.000	2485.000	2645.000	3500.000	2940.000	0	-1	6065	-1	-1	1	0	0	
3	6	1	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	560.000	2985.000	3545.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	565.000	780.000	1170.000	1420.000	1740.000	1980.000	2335.000	2640.000	2955.000	3205.000	3355.000	3500.000	2940.000	0	-1	6765	-1	-1	1	0	0	
3	7	1	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	700.000	2405.000	3105.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	705.000	800.000	980.000	1195.000	1430.000	1585.000	1980.000	2305.000	2605.000	2800.000	2905.000	3500.000	2940.000	0	-1	6325	-1	-1	1	0	0	
3	8	1	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	715.000	3260.000	3975.000	1	0	0	3	5	4	2	1	2	5	2	4	4	3	2	2	2	2	2	2	2	2	2	2	2	720.000	930.000	1185.000	1395.000	1685.000	1870.000	2120.000	2325.000	2695.000	3550.000	3775.000	3500.000	2940.000	0	-1	7195	-1	-1	1	0	0	
