BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime	
2	1	2	1	2	1	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	675.000	3070.000	3745.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	680.000	960.000	1250.000	1585.000	1870.000	2140.000	2425.000	2735.000	2985.000	3240.000	3485.000	3500.000	2940.000	0	-1	6965	-1	-1	1	0	0	
2	2	2	1	2	1	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	880.000	3430.000	4310.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	885.000	1475.000	1810.000	2080.000	2375.000	2705.000	2950.000	3285.000	3620.000	3795.000	4035.000	3500.000	2940.000	0	-1	7530	-1	-1	1	0	0	
2	3	2	1	2	1	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	655.000	3215.000	3870.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	660.000	990.000	1170.000	1540.000	1830.000	2105.000	2485.000	2785.000	3195.000	3505.000	3650.000	3500.000	2940.000	0	-1	7090	-1	-1	1	0	0	
2	4	2	1	2	1	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	820.000	3240.000	4060.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	825.000	1125.000	1645.000	1870.000	2140.000	2390.000	2705.000	2990.000	3280.000	3630.000	3775.000	3500.000	2940.000	0	-1	7280	-1	-1	1	0	0	
2	5	2	1	2	1	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	650.000	3180.000	3830.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	655.000	890.000	1150.000	1445.000	1885.000	2210.000	2415.000	2655.000	3275.000	3425.000	3595.000	3500.000	2940.000	0	-1	7050	-1	-1	1	0	0	
2	6	2	1	2	1	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	485.000	2825.000	3310.000	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	490.000	720.000	1030.000	1230.000	1580.000	1990.000	2275.000	2520.000	2760.000	2910.000	3110.000	3500.000	2940.000	0	-1	6530	-1	-1	1	0	0	
2	7	2	1	2	1	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	665.000	2860.000	3525.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	670.000	825.000	1175.000	1425.000	1785.000	2120.000	2365.000	2610.000	2975.000	3090.000	3270.000	3500.000	2940.000	0	-1	6745	-1	-1	1	0	0	
2	8	2	1	2	1	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	555.000	4190.000	4745.000	1	0	0	1	4	2	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	560.000	760.000	1105.000	2115.000	2420.000	2780.000	3495.000	3860.000	4220.000	4385.000	4555.000	3500.000	2940.000	0	-1	7965	-1	-1	1	0	0	
2	9	2	1	2	1	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	570.000	3040.000	3610.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	575.000	850.000	1040.000	1295.000	1520.000	1790.000	2360.000	2635.000	2870.000	3260.000	3405.000	3500.000	2940.000	0	-1	6830	-1	-1	1	0	0	
2	10	2	1	2	1	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	935.000	2975.000	3910.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	940.000	1210.000	1540.000	1795.000	2030.000	2215.000	2740.000	3000.000	3340.000	3575.000	3705.000	3500.000	2940.000	0	-1	7130	-1	-1	1	0	0	
2	11	2	1	2	1	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	545.000	3925.000	4470.000	1	0	0	1	4	3	2	5	2	4	1	1	3	5	2	2	2	2	2	2	2	2	2	2	2	550.000	710.000	1155.000	1440.000	1755.000	1960.000	2515.000	3045.000	4075.000	4165.000	4285.000	3500.000	2940.000	0	-1	7690	-1	-1	1	0	0	
2	12	2	1	2	1	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	755.000	3670.000	4425.000	1	0	0	5	1	4	2	3	2	5	2	3	1	4	2	2	2	2	2	2	2	2	2	2	2	760.000	1095.000	1375.000	1765.000	2010.000	2255.000	2650.000	2900.000	3150.000	4035.000	4125.000	3500.000	2940.000	0	-1	7645	-1	-1	1	0	0	
2	13	2	1	2	1	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	590.000	3155.000	3745.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	595.000	770.000	1075.000	1320.000	1665.000	1960.000	2205.000	2665.000	3070.000	3185.000	3580.000	3500.000	2940.000	0	-1	6965	-1	-1	1	0	0	
2	14	2	1	2	1	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	540.000	4550.000	5090.000	1	0	0	5	1	4	2	3	2	5	2	4	3	3	2	2	2	2	2	2	2	2	2	2	2	545.000	815.000	1055.000	1410.000	1705.000	1965.000	2205.000	2545.000	2785.000	3235.000	4810.000	3500.000	2940.000	0	-1	8310	-1	-1	1	0	0	
2	15	2	1	2	1	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	840.000	4290.000	5130.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	845.000	1060.000	1335.000	1605.000	1890.000	2175.000	2465.000	3400.000	4525.000	4725.000	4905.000	3500.000	2940.000	0	-1	8350	-1	-1	1	0	0	
2	16	2	1	2	1	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	560.000	2970.000	3530.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	565.000	815.000	1065.000	1280.000	1680.000	1930.000	2155.000	2395.000	2975.000	3135.000	3320.000	3500.000	2940.000	0	-1	6750	-1	-1	1	0	0	
2	17	2	1	2	1	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	605.000	2955.000	3560.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	610.000	840.000	1150.000	1400.000	1710.000	2020.000	2255.000	2625.000	3005.000	3180.000	3355.000	3500.000	2940.000	0	-1	6780	-1	-1	1	0	0	
2	18	2	1	2	1	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	535.000	3380.000	3915.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	540.000	1145.000	1335.000	1625.000	1860.000	2150.000	2790.000	3030.000	3220.000	3555.000	3660.000	3500.000	2940.000	0	-1	7135	-1	-1	1	0	0	
2	19	2	1	2	1	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	590.000	3195.000	3785.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	595.000	865.000	1040.000	1765.000	1985.000	2270.000	2675.000	2915.000	3130.000	3400.000	3540.000	3500.000	2940.000	0	-1	7005	-1	-1	1	0	0	
2	20	2	1	2	1	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	565.000	2610.000	3175.000	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	570.000	775.000	1040.000	1260.000	1475.000	1740.000	2080.000	2300.000	2565.000	2840.000	2930.000	3500.000	2940.000	0	-1	6395	-1	-1	1	0	0	
2	21	2	1	2	1	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	565.000	3330.000	3895.000	1	0	0	1	4	3	2	3	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	570.000	725.000	1100.000	1480.000	1720.000	2435.000	2910.000	3085.000	3440.000	3535.000	3680.000	3500.000	2940.000	0	-1	7115	-1	-1	1	0	0	
2	22	2	1	2	1	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	680.000	4210.000	4890.000	1	0	0	5	1	4	2	3	2	5	2	4	3	3	2	2	2	2	2	2	2	2	2	2	2	685.000	905.000	1230.000	1435.000	1660.000	1905.000	2555.000	2745.000	2945.000	3705.000	4645.000	3500.000	2940.000	0	-1	8110	-1	-1	1	0	0	
2	23	2	1	2	1	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	970.000	2490.000	3460.000	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	975.000	1190.000	1440.000	1775.000	2015.000	2275.000	2570.000	2755.000	2935.000	3175.000	3250.000	3500.000	2940.000	0	-1	6680	-1	-1	1	0	0	
2	24	2	1	2	1	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	495.000	2620.000	3115.000	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	500.000	760.000	955.000	1240.000	1575.000	1790.000	2090.000	2325.000	2530.000	2790.000	2900.000	3500.000	2940.000	0	-1	6335	-1	-1	1	0	0	
2	25	2	1	2	1	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	775.000	4715.000	5490.000	1	0	0	1	4	3	2	5	2	4	1	1	3	5	2	2	2	2	2	2	2	2	2	2	2	780.000	1070.000	1615.000	1760.000	2505.000	2930.000	3435.000	3830.000	4985.000	5100.000	5300.000	3500.000	2940.000	0	-1	8710	-1	-1	1	0	0	
2	26	2	1	2	1	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	550.000	2555.000	3105.000	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	555.000	695.000	1020.000	1260.000	1580.000	1815.000	2020.000	2240.000	2515.000	2695.000	2885.000	3500.000	2940.000	0	-1	6325	-1	-1	1	0	0	
2	27	2	1	2	1	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	635.000	2990.000	3625.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	640.000	920.000	1155.000	1385.000	1725.000	1970.000	2195.000	2430.000	2930.000	3070.000	3365.000	3500.000	2940.000	0	-1	6845	-1	-1	1	0	0	
2	28	2	1	2	1	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	700.000	2855.000	3555.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	705.000	935.000	1240.000	1435.000	1865.000	2320.000	2565.000	2790.000	3050.000	3170.000	3350.000	3500.000	2940.000	0	-1	6775	-1	-1	1	0	0	
2	29	2	1	2	1	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	645.000	4370.000	5015.000	1	0	0	5	1	3	2	4	3	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	650.000	845.000	1000.000	2190.000	2335.000	2635.000	3645.000	3940.000	4180.000	4615.000	4730.000	3500.000	2940.000	0	-1	8235	-1	-1	1	0	0	
2	30	2	1	2	1	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	510.000	4580.000	5090.000	1	0	0	5	1	3	2	4	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	515.000	885.000	1125.000	2060.000	2285.000	2730.000	3810.000	4120.000	4325.000	4600.000	4715.000	3500.000	2940.000	0	-1	8310	-1	-1	1	0	0	
2	31	2	1	2	1	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	1020.000	3320.000	4340.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	1025.000	1280.000	1655.000	1965.000	2285.000	2595.000	2880.000	3175.000	3470.000	3790.000	3965.000	3500.000	2940.000	0	-1	7560	-1	-1	1	0	0	
2	32	2	1	2	1	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	595.000	3100.000	3695.000	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	600.000	845.000	1130.000	1340.000	1775.000	2010.000	2260.000	2560.000	3080.000	3250.000	3430.000	3500.000	2940.000	0	-1	6915	-1	-1	1	0	0	
3	1	2	1	2	1	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	610.000	4200.000	4810.000	1	0	0	1	4	3	2	5	2	4	1	1	3	5	2	2	2	2	2	2	2	2	2	2	2	615.000	840.000	1145.000	1415.000	1750.000	2020.000	2270.000	2685.000	4150.000	4465.000	4635.000	3500.000	2940.000	0	-1	8030	-1	-1	1	0	0	
3	2	2	1	2	1	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	610.000	3390.000	4000.000	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	615.000	950.000	1200.000	1560.000	1820.000	2090.000	2405.000	2675.000	2970.000	3285.000	3635.000	3500.000	2940.000	0	-1	7220	-1	-1	1	0	0	
