BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime
3	13	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	800.000	3960.000	4760.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	805.000	1120.000	1490.000	1855.000	2170.000	2475.000	2785.000	3125.000	3840.000	4275.000	4570.000	3500.000	2940.000	0	-1	7980	-1	-1	1	0	0	
3	14	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	640.000	3220.000	3860.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	645.000	950.000	1185.000	1555.000	1855.000	2185.000	2505.000	2810.000	3145.000	3455.000	3725.000	3500.000	2940.000	0	-1	7080	-1	-1	1	0	0	
3	15	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	735.000	3365.000	4100.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	740.000	1025.000	1535.000	1865.000	2210.000	2490.000	2755.000	3070.000	3440.000	3695.000	3955.000	3500.000	2940.000	0	-1	7320	-1	-1	1	0	0	
3	16	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	810.000	4240.000	5050.000	1	0	0	3	5	4	2	1	2	5	1	1	4	3	2	2	2	2	2	2	2	2	2	2	2	815.000	1065.000	1400.000	1785.000	2095.000	2395.000	2715.000	3130.000	3835.000	4355.000	4870.000	3500.000	2940.000	0	-1	8270	-1	-1	1	0	0	
3	17	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	740.000	3440.000	4180.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	745.000	1065.000	1350.000	1690.000	2210.000	2570.000	2870.000	3190.000	3485.000	3795.000	4030.000	3500.000	2940.000	0	-1	7400	-1	-1	1	0	0	
3	18	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	645.000	3605.000	4250.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	650.000	965.000	1310.000	1615.000	2005.000	2320.000	2760.000	3155.000	3520.000	3845.000	4135.000	3500.000	2940.000	0	-1	7470	-1	-1	1	0	0	
3	19	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	790.000	3165.000	3955.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	795.000	1105.000	1430.000	1735.000	2030.000	2340.000	2605.000	2935.000	3275.000	3560.000	3835.000	3500.000	2940.000	0	-1	7175	-1	-1	1	0	0	
3	20	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	700.000	2990.000	3690.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	705.000	1010.000	1270.000	1595.000	1885.000	2195.000	2475.000	2755.000	3020.000	3340.000	3565.000	3500.000	2940.000	0	-1	6910	-1	-1	1	0	0	
3	21	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	735.000	3615.000	4350.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	740.000	1065.000	1355.000	1740.000	2055.000	2390.000	2950.000	3310.000	3610.000	3975.000	4230.000	3500.000	2940.000	0	-1	7570	-1	-1	1	0	0	
3	22	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	845.000	3000.000	3845.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	850.000	1155.000	1420.000	1725.000	2010.000	2320.000	2585.000	2870.000	3170.000	3505.000	3755.000	3500.000	2940.000	0	-1	7065	-1	-1	1	0	0	
3	23	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	970.000	5060.000	6030.000	1	0	0	3	5	2	1	1	2	5	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	975.000	1270.000	1905.000	2185.000	2940.000	3225.000	3675.000	4075.000	4435.000	4980.000	5860.000	3500.000	2940.000	0	-1	9250	-1	-1	1	0	0	
3	24	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	730.000	4230.000	4960.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	735.000	1125.000	1645.000	1985.000	2340.000	2635.000	2905.000	3225.000	3655.000	3870.000	4740.000	3500.000	2940.000	0	-1	8180	-1	-1	1	0	0	
3	25	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	815.000	3415.000	4230.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	820.000	1145.000	1460.000	1760.000	2080.000	2395.000	2720.000	3020.000	3390.000	3730.000	4050.000	3500.000	2940.000	0	-1	7450	-1	-1	1	0	0	
3	26	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	710.000	3970.000	4680.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	715.000	1050.000	1395.000	1710.000	2000.000	2330.000	2770.000	3150.000	3650.000	4035.000	4465.000	3500.000	2940.000	0	-1	7900	-1	-1	1	0	0	
3	27	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	525.000	4135.000	4660.000	1	0	0	1	3	5	2	4	2	3	2	4	5	3	2	2	2	2	2	2	2	2	2	2	2	530.000	860.000	1060.000	1400.000	1675.000	2025.000	2355.000	2640.000	3025.000	3590.000	4540.000	3500.000	2940.000	0	-1	7880	-1	-1	1	0	0	
3	28	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	1300.000	4225.000	5525.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1305.000	1555.000	1895.000	2225.000	2585.000	2925.000	3205.000	3495.000	4655.000	5130.000	5405.000	3500.000	2940.000	0	-1	8745	-1	-1	1	0	0	
3	29	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	625.000	6270.000	6895.000	1	0	0	1	5	5	2	2	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	630.000	1210.000	1800.000	2260.000	2860.000	4090.000	4380.000	4885.000	5280.000	5645.000	6655.000	3500.000	2940.000	0	-1	10115	-1	-1	1	0	0	
3	30	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	875.000	4245.000	5120.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	880.000	1245.000	1630.000	2015.000	2440.000	2845.000	3255.000	3690.000	4120.000	4580.000	4930.000	3500.000	2940.000	0	-1	8340	-1	-1	1	0	0	
3	31	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	610.000	4165.000	4775.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	615.000	970.000	1325.000	1735.000	2155.000	2560.000	2985.000	3370.000	3815.000	4215.000	4620.000	3500.000	2940.000	0	-1	7995	-1	-1	1	0	0	
3	32	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	765.000	7075.000	7840.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	770.000	1125.000	1495.000	2265.000	3205.000	3685.000	4165.000	4675.000	5175.000	6420.000	7515.000	3500.000	2940.000	0	-1	11060	-1	-1	1	0	0	
4	1	3	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	820.000	4095.000	4915.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	825.000	1175.000	2190.000	2765.000	3100.000	3395.000	3665.000	3950.000	4210.000	4485.000	4745.000	3500.000	2940.000	0	-1	8135	-1	-1	1	0	0	
4	2	3	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	2735.000	3875.000	6610.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	2740.000	3060.000	3475.000	3795.000	4105.000	4405.000	4755.000	5395.000	5790.000	6120.000	6410.000	3500.000	2940.000	0	-1	9830	-1	-1	1	0	0	
4	3	3	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	820.000	3190.000	4010.000	1	0	0	3	5	4	2	1	2	5	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	825.000	1115.000	1440.000	1725.000	2045.000	2375.000	2620.000	2945.000	3305.000	3575.000	3860.000	3500.000	2940.000	0	-1	7230	-1	-1	1	0	0	
4	4	3	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	735.000	3295.000	4030.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	740.000	1025.000	1340.000	1640.000	1930.000	2250.000	2510.000	2805.000	3235.000	3560.000	3890.000	3500.000	2940.000	0	-1	7250	-1	-1	1	0	0	
4	5	3	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	600.000	2695.000	3295.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605.000	890.000	1140.000	1440.000	1720.000	1965.000	2225.000	2470.000	2725.000	2975.000	3155.000	3500.000	2940.000	0	-1	6515	-1	-1	1	0	0	
4	6	3	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	620.000	4200.000	4820.000	1	0	0	1	3	5	2	4	2	2	2	4	5	1	2	2	2	2	2	2	2	2	2	2	2	625.000	855.000	1015.000	1305.000	1525.000	1735.000	2260.000	3285.000	3740.000	4015.000	4570.000	3500.000	2940.000	0	-1	8110	-1	-1	1	0	0	
4	7	3	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	655.000	2800.000	3455.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	660.000	920.000	1140.000	1415.000	1670.000	1945.000	2255.000	2500.000	2810.000	3085.000	3280.000	3500.000	2940.000	0	-1	6675	-1	-1	1	0	0	
4	8	3	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	910.000	3610.000	4520.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	915.000	1160.000	1500.000	1800.000	2065.000	2345.000	2705.000	2995.000	3455.000	4035.000	4340.000	3500.000	2940.000	0	-1	7740	-1	-1	1	0	0	
4	9	3	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	695.000	3465.000	4160.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	700.000	925.000	1260.000	1820.000	2205.000	2500.000	2780.000	3305.000	3570.000	3825.000	4035.000	3500.000	2940.000	0	-1	7380	-1	-1	1	0	0	
4	10	3	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	715.000	2795.000	3510.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	720.000	965.000	1165.000	1440.000	1705.000	1955.000	2255.000	2535.000	2820.000	3110.000	3375.000	3500.000	2940.000	0	-1	6730	-1	-1	1	0	0	
4	11	3	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	695.000	2930.000	3625.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	700.000	975.000	1220.000	1505.000	1790.000	2055.000	2325.000	2575.000	2885.000	3205.000	3455.000	3500.000	2940.000	0	-1	6845	-1	-1	1	0	0	
4	12	3	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	745.000	4005.000	4750.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	750.000	1005.000	1500.000	1880.000	2230.000	2565.000	3115.000	3660.000	3965.000	4295.000	4575.000	3500.000	2940.000	0	-1	7970	-1	-1	1	0	0	
4	13	3	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	655.000	3555.000	4210.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	660.000	925.000	1240.000	1485.000	1790.000	2100.000	2585.000	2995.000	3340.000	3755.000	4040.000	3500.000	2940.000	0	-1	7430	-1	-1	1	0	0	
4	14	3	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	615.000	3010.000	3625.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	620.000	890.000	1205.000	1455.000	1745.000	2050.000	2335.000	2660.000	2925.000	3220.000	3485.000	3500.000	2940.000	0	-1	6845	-1	-1	1	0	0	
4	15	3	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	665.000	3050.000	3715.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	670.000	950.000	1240.000	1535.000	1810.000	2115.000	2355.000	2640.000	2990.000	3270.000	3580.000	3500.000	2940.000	0	-1	6935	-1	-1	1	0	0	
4	16	3	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	695.000	3085.000	3780.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	700.000	990.000	1290.000	1605.000	1875.000	2185.000	2475.000	2750.000	3070.000	3370.000	3670.000	3500.000	2940.000	0	-1	7000	-1	-1	1	0	0	
4	17	3	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	620.000	2965.000	3585.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	625.000	915.000	1190.000	1435.000	1735.000	2025.000	2305.000	2610.000	2915.000	3215.000	3470.000	3500.000	2940.000	0	-1	6805	-1	-1	1	0	0	
4	18	3	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	695.000	3120.000	3815.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	700.000	1125.000	1410.000	1685.000	1960.000	2245.000	2560.000	2860.000	3160.000	3480.000	3665.000	3500.000	2940.000	0	-1	7035	-1	-1	1	0	0	
4	19	3	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	515.000	2980.000	3495.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	520.000	790.000	1075.000	1345.000	1605.000	1840.000	2135.000	2425.000	2735.000	3080.000	3350.000	3500.000	2940.000	0	-1	6715	-1	-1	1	0	0	
4	20	3	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	630.000	2840.000	3470.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	635.000	885.000	1125.000	1400.000	1650.000	1910.000	2200.000	2485.000	2825.000	3100.000	3340.000	3500.000	2940.000	0	-1	6690	-1	-1	1	0	0	
4	21	3	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	565.000	2550.000	3115.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	570.000	820.000	1025.000	1310.000	1565.000	1840.000	2095.000	2305.000	2560.000	2800.000	2975.000	3500.000	2940.000	0	-1	6335	-1	-1	1	0	0	
4	22	3	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	565.000	2765.000	3330.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	570.000	915.000	1185.000	1485.000	1705.000	1940.000	2175.000	2470.000	2755.000	3000.000	3195.000	3500.000	2940.000	0	-1	6550	-1	-1	1	0	0	
4	23	3	0	2	1	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	815.000	3740.000	4555.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	820.000	1085.000	1680.000	1990.000	2305.000	2585.000	2895.000	3650.000	3935.000	4215.000	4405.000	3500.000	2940.000	0	-1	7775	-1	-1	1	0	0	
4	24	3	0	2	1	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	600.000	2735.000	3335.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605.000	985.000	1220.000	1540.000	1755.000	2025.000	2270.000	2535.000	2760.000	3035.000	3205.000	3500.000	2940.000	0	-1	6555	-1	-1	1	0	0	
4	25	3	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	515.000	3255.000	3770.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	520.000	835.000	1195.000	1665.000	1930.000	2200.000	2500.000	2755.000	3085.000	3385.000	3630.000	3500.000	2940.000	0	-1	6990	-1	-1	1	0	0	
4	26	3	0	2	1	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	605.000	2750.000	3355.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	610.000	840.000	1065.000	1435.000	1680.000	1955.000	2195.000	2465.000	2740.000	3020.000	3220.000	3500.000	2940.000	0	-1	6575	-1	-1	1	0	0	
4	27	3	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	580.000	3360.000	3940.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	585.000	850.000	1185.000	1540.000	1830.000	2120.000	2395.000	2800.000	3165.000	3545.000	3810.000	3500.000	2940.000	0	-1	7160	-1	-1	1	0	0	
4	28	3	0	2	1	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	600.000	3650.000	4250.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	605.000	870.000	1255.000	1590.000	1860.000	2135.000	2405.000	2755.000	3025.000	3675.000	4060.000	3500.000	2940.000	0	-1	7470	-1	-1	1	0	0	
4	29	3	0	2	1	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	680.000	5430.000	6110.000	1	0	0	3	5	4	2	1	2	4	3	1	4	3	2	2	2	2	2	2	2	2	2	2	2	685.000	945.000	1250.000	1555.000	1835.000	2120.000	2595.000	3915.000	5255.000	5750.000	5945.000	3500.000	2940.000	0	-1	9330	-1	-1	1	0	0	
4	30	3	0	2	1	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	550.000	3015.000	3565.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	555.000	795.000	1045.000	1320.000	1565.000	1830.000	2140.000	2450.000	2950.000	3255.000	3435.000	3500.000	2940.000	0	-1	6785	-1	-1	1	0	0	
4	31	3	0	2	1	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	620.000	2665.000	3285.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	625.000	840.000	1010.000	1305.000	1500.000	1700.000	2155.000	2450.000	2715.000	2980.000	3155.000	3500.000	2940.000	0	-1	6505	-1	-1	1	0	0	
4	32	3	0	2	1	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	490.000	3285.000	3775.000	1	0	0	1	3	5	2	4	2	3	2	4	1	4	2	2	2	2	2	2	2	2	2	2	2	495.000	755.000	955.000	1235.000	1435.000	1675.000	1940.000	2170.000	2435.000	2675.000	3590.000	3500.000	2940.000	0	-1	6995	-1	-1	1	0	0	
5	1	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	835.000	3015.000	3850.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	840.000	1040.000	1375.000	1610.000	1900.000	2195.000	2505.000	2795.000	3110.000	3365.000	3725.000	3500.000	2940.000	0	-1	7070	-1	-1	1	0	0	
5	2	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	610.000	2315.000	2925.000	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	615.000	840.000	1000.000	1275.000	1490.000	1740.000	1970.000	2200.000	2415.000	2655.000	2800.000	3500.000	2940.000	0	-1	6145	-1	-1	1	0	0	
5	3	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	490.000	2815.000	3305.000	1	0	0	1	3	5	2	4	2	3	2	4	1	4	2	2	2	2	2	2	2	2	2	2	2	495.000	710.000	905.000	1170.000	1370.000	1585.000	1825.000	2050.000	2285.000	2915.000	3135.000	3500.000	2940.000	0	-1	6525	-1	-1	1	0	0	
5	4	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	680.000	2710.000	3390.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	685.000	900.000	1185.000	1455.000	1710.000	1965.000	2200.000	2470.000	2760.000	3025.000	3275.000	3500.000	2940.000	0	-1	6610	-1	-1	1	0	0	
5	5	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	545.000	3425.000	3970.000	1	0	0	1	3	5	2	4	2	3	2	5	4	1	2	2	2	2	2	2	2	2	2	2	2	550.000	850.000	1075.000	1370.000	1620.000	1855.000	2125.000	2350.000	2630.000	3070.000	3565.000	3500.000	2940.000	0	-1	7190	-1	-1	1	0	0	
5	6	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	610.000	2715.000	3325.000	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	615.000	855.000	1130.000	1385.000	1650.000	1925.000	2175.000	2440.000	2705.000	2950.000	3195.000	3500.000	2940.000	0	-1	6545	-1	-1	1	0	0	
5	7	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	585.000	2375.000	2960.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	590.000	820.000	1015.000	1270.000	1470.000	1705.000	1980.000	2200.000	2410.000	2670.000	2835.000	3500.000	2940.000	0	-1	6180	-1	-1	1	0	0	
5	8	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	720.000	3270.000	3990.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	725.000	950.000	1485.000	1860.000	2180.000	2490.000	2790.000	3030.000	3335.000	3600.000	3855.000	3500.000	2940.000	0	-1	7210	-1	-1	1	0	0	
5	9	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	590.000	2915.000	3505.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	595.000	835.000	1085.000	1345.000	1585.000	1840.000	2195.000	2700.000	2970.000	3170.000	3330.000	3500.000	2940.000	0	-1	6725	-1	-1	1	0	0	
5	10	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	540.000	3585.000	4125.000	1	0	0	1	3	5	2	4	2	2	5	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545.000	755.000	945.000	1190.000	1435.000	1675.000	2135.000	2390.000	3275.000	3640.000	3855.000	3500.000	2940.000	0	-1	7345	-1	-1	1	0	0	
5	11	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	885.000	3025.000	3910.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	890.000	1175.000	1545.000	1860.000	2145.000	2390.000	2690.000	3000.000	3290.000	3555.000	3770.000	3500.000	2940.000	0	-1	7130	-1	-1	1	0	0	
5	12	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	875.000	2745.000	3620.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	880.000	1120.000	1420.000	1655.000	1920.000	2185.000	2415.000	2675.000	2985.000	3260.000	3510.000	3500.000	2940.000	0	-1	6840	-1	-1	1	0	0	
5	13	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	700.000	3190.000	3890.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	705.000	930.000	1245.000	1455.000	1765.000	2050.000	2510.000	2980.000	3290.000	3545.000	3695.000	3500.000	2940.000	0	-1	7110	-1	-1	1	0	0	
5	14	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	670.000	3620.000	4290.000	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	675.000	890.000	1410.000	2150.000	2545.000	2785.000	3045.000	3280.000	3625.000	3930.000	4165.000	3500.000	2940.000	0	-1	7510	-1	-1	1	0	0	
5	15	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	555.000	3215.000	3770.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	560.000	795.000	1000.000	1240.000	1475.000	1725.000	1980.000	2235.000	2480.000	3300.000	3615.000	3500.000	2940.000	0	-1	6990	-1	-1	1	0	0	
5	16	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	600.000	2590.000	3190.000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	605.000	820.000	1000.000	1260.000	1505.000	1790.000	2085.000	2285.000	2595.000	2855.000	3040.000	3500.000	2940.000	0	-1	6410	-1	-1	1	0	0	
