BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime
1	30	3	0	2	1	0	51423252413	51423252413	8	0	3	5	1	4	2	3	2	5	2	4	1	3	910	6175	7085	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	915	1340	1630	2420	2925	3265	4080	4905	6030	6530	6920	3500	2940	0	-1	10305	-1	-1	1	0	0
1	31	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	985	5895	6880	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	990	2190	3125	3785	4320	4820	5280	5635	6055	6400	6705	3500	2940	0	-1	10100	-1	-1	1	0	0
1	32	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	555	6970	7525	1	0	0	1	4	5	2	4	3	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	560	870	1860	2395	2980	3360	5250	5740	6370	6840	7305	3500	2940	0	-1	10745	-1	-1	1	0	0
2	1	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	1735	5700	7435	1	0	0	3	5	2	1	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1740	2055	2795	3195	4190	4570	4950	5570	5955	6785	7215	3500	2940	0	-1	10655	-1	-1	1	0	0
2	2	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	1225	4875	6100	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1230	1555	1970	2325	2660	2950	3400	4515	4935	5545	5855	3500	2940	0	-1	9320	-1	-1	1	0	0
2	3	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	1470	4555	6025	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1475	1845	2275	2985	3310	3610	3925	4300	4640	5490	5860	3500	2940	0	-1	9245	-1	-1	1	0	0
2	4	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	755	6565	7320	1	0	0	1	3	5	2	4	3	3	2	3	5	4	2	2	2	2	2	2	2	2	2	2	2	760	1215	1710	2730	3265	4050	4895	5420	5775	6120	7130	3500	2940	0	-1	10540	-1	-1	1	0	0
2	5	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	1315	4085	5400	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1320	1615	2015	2460	2805	3130	3530	4175	4500	4940	5220	3500	2940	0	-1	8620	-1	-1	1	0	0
2	6	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	615	5700	6315	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	620	1080	1420	2290	3150	3655	4515	5015	5325	5785	6145	3500	2940	0	-1	9535	-1	-1	1	0	0
2	7	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	1265	5340	6605	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1270	1510	1860	2160	3230	3750	4195	4630	5060	5680	6250	3500	2940	0	-1	9825	-1	-1	1	0	0
2	8	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	1170	5960	7130	1	0	0	3	5	4	2	1	2	5	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	1175	1585	1995	2350	2690	3170	3775	4290	4800	5230	6860	3500	2940	0	-1	10350	-1	-1	1	0	0
2	9	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	705	3880	4585	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	710	1275	1605	1975	2335	2730	3090	3445	3815	4155	4390	3500	2940	0	-1	7805	-1	-1	1	0	0
2	10	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	780	3525	4305	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	785	1100	1300	1675	1950	2325	2615	2900	3285	3735	3975	3500	2940	0	-1	7525	-1	-1	1	0	0
2	11	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	695	5375	6070	1	0	0	1	3	5	2	4	2	3	2	1	1	4	2	2	2	2	2	2	2	2	2	2	2	700	985	1285	1685	1995	2335	2670	3055	3975	4900	5745	3500	2940	0	-1	9290	-1	-1	1	0	0
2	12	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	1055	4900	5955	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1060	1460	1950	2395	2815	3210	3630	4045	4515	4965	5670	3500	2940	0	-1	9175	-1	-1	1	0	0
2	13	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	885	4710	5595	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	890	1265	1690	2065	2415	2770	3115	3475	3910	4395	5225	3500	2940	0	-1	8815	-1	-1	1	0	0
2	14	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	970	4915	5885	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	975	1400	1860	2270	2690	3085	3490	3980	4440	5020	5585	3500	2940	0	-1	9105	-1	-1	1	0	0
2	15	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	1000	5915	6915	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1005	1400	1780	2090	2460	2780	3375	4020	4455	5950	6495	3500	2940	0	-1	10135	-1	-1	1	0	0
2	16	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	1520	4520	6040	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1525	1915	2315	2725	3165	3595	4050	4520	4940	5355	5780	3500	2940	0	-1	9260	-1	-1	1	0	0
2	17	3	0	2	1	0	35421252143	35421252143	8	0	3	3	5	4	2	1	2	5	2	1	4	3	1080	4900	5980	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1085	1465	1905	2265	2645	3055	3605	4355	4825	5215	5690	3500	2940	0	-1	9200	-1	-1	1	0	0
2	18	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	1060	5610	6670	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	1065	1745	2095	2600	3265	3900	4310	4710	5230	5735	6330	3500	2940	0	-1	9890	-1	-1	1	0	0
2	19	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	1155	5355	6510	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1160	1490	1990	2405	2790	3075	3405	4335	4775	5205	6170	3500	2940	0	-1	9730	-1	-1	1	0	0
2	20	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	780	6040	6820	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	785	1550	1900	2430	3200	5135	5465	5745	6015	6325	6585	3500	2940	0	-1	10040	-1	-1	1	0	0
2	21	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	1100	5440	6540	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	1105	1365	1575	2010	2885	4005	4410	4750	5540	6060	6365	3500	2940	0	-1	9760	-1	-1	1	0	0
2	22	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	730	5305	6035	1	0	0	1	1	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	735	1145	1975	2425	2935	3685	4110	4495	5000	5350	5740	3500	2940	0	-1	9255	-1	-1	1	0	0
2	23	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	630	5435	6065	1	0	0	1	4	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	635	1035	1350	2145	2840	3530	4325	4785	5325	5620	5890	3500	2940	0	-1	9285	-1	-1	1	0	0
2	24	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	860	5810	6670	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	865	1225	1935	3010	3330	3715	4200	4505	4850	5110	6365	3500	2940	0	-1	9890	-1	-1	1	0	0
2	25	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	725	5720	6445	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	730	1280	1580	2020	3255	4040	4585	5380	5710	6070	6265	3500	2940	0	-1	9665	-1	-1	1	0	0
2	26	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	1370	6000	7370	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1375	1745	2470	3125	3720	4115	4980	6245	6605	6960	7225	3500	2940	0	-1	10590	-1	-1	1	0	0
2	27	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	1045	5520	6565	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1050	1325	2075	2695	3220	3730	4330	4910	5420	5815	6270	3500	2940	0	-1	9785	-1	-1	1	0	0
2	28	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	1510	3785	5295	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1515	1815	2240	2610	2995	3390	3700	4070	4400	4750	5005	3500	2940	0	-1	8515	-1	-1	1	0	0
2	29	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	670	6100	6770	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	675	1555	1960	2385	2990	3465	4110	4545	5215	5630	6410	3500	2940	0	-1	9990	-1	-1	1	0	0
2	30	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	700	3775	4475	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	705	1065	1360	1725	2095	2455	2815	3180	3510	3835	4145	3500	2940	0	-1	7695	-1	-1	1	0	0
2	31	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	700	4760	5460	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	705	1500	1865	2285	2675	3070	3515	3925	4365	4750	5235	3500	2940	0	-1	8680	-1	-1	1	0	0
2	32	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	750	3535	4285	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	755	1110	1370	1705	2025	2350	2760	3095	3425	3795	4000	3500	2940	0	-1	7505	-1	-1	1	0	0
3	1	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	885.000	3705.000	4590.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	890.000	1595.000	2000.000	2350.000	2640.000	2950.000	3285.000	3595.000	3900.000	4195.000	4415.000	3500.000	2940.000	0	-1	7810	-1	-1	1	0	0	
3	2	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	835.000	3755.000	4590.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	840.000	1170.000	1500.000	1820.000	2170.000	2495.000	2850.000	3510.000	3860.000	4135.000	4375.000	3500.000	2940.000	0	-1	7810	-1	-1	1	0	0	
3	3	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	735.000	3440.000	4175.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	740.000	1135.000	1375.000	1705.000	2015.000	2310.000	2605.000	2960.000	3340.000	3655.000	3925.000	3500.000	2940.000	0	-1	7395	-1	-1	1	0	0	
3	4	3	0	2	1	0	35421252143	35421252143	8	0	2	3	5	4	2	1	2	5	2	1	4	3	815.000	5240.000	6055.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	820.000	1140.000	1505.000	1825.000	2105.000	2365.000	3195.000	3935.000	4180.000	5295.000	5810.000	3500.000	2940.000	0	-1	9275	-1	-1	1	0	0	
3	5	3	0	2	1	0	35421252143	35421252143	8	0	11	3	5	4	2	1	2	5	2	1	4	3	1175.000	3020.000	4195.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	1180.000	1475.000	1785.000	2070.000	2335.000	2620.000	2850.000	3155.000	3455.000	3725.000	3975.000	3500.000	2940.000	0	-1	7415	-1	-1	1	0	0	
3	6	3	0	2	1	0	13524232514	13524232514	8	0	4	1	3	5	2	4	2	3	2	5	1	4	725.000	3980.000	4705.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	730.000	1045.000	1310.000	1925.000	2335.000	2685.000	3070.000	3425.000	3750.000	4065.000	4430.000	3500.000	2940.000	0	-1	7925	-1	-1	1	0	0	
3	7	3	0	2	1	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	665.000	3600.000	4265.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	670.000	1015.000	1365.000	1855.000	2285.000	2610.000	2910.000	3235.000	3560.000	3870.000	4100.000	3500.000	2940.000	0	-1	7485	-1	-1	1	0	0	
3	8	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	690.000	3625.000	4315.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	695.000	1060.000	1345.000	1790.000	2230.000	2610.000	2930.000	3275.000	3580.000	3855.000	4105.000	3500.000	2940.000	0	-1	7535	-1	-1	1	0	0	
3	9	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	835.000	3905.000	4740.000	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	840.000	1140.000	1475.000	1840.000	2120.000	2520.000	2905.000	3385.000	3725.000	4045.000	4535.000	3500.000	2940.000	0	-1	7960	-1	-1	1	0	0	
3	10	3	0	2	1	0	13524232514	13524232514	8	0	11	1	3	5	2	4	2	3	2	5	1	4	685.000	4710.000	5395.000	1	0	0	1	3	5	2	4	2	3	3	5	1	4	2	2	2	2	2	2	2	2	2	2	2	690.000	1235.000	1625.000	2065.000	2480.000	2900.000	3305.000	3760.000	4400.000	4850.000	5230.000	3500.000	2940.000	0	-1	8615	-1	-1	1	0	0	
3	11	3	0	2	1	0	13524232514	13524232514	8	0	2	1	3	5	2	4	2	3	2	5	1	4	825.000	3260.000	4085.000	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	830.000	1210.000	1495.000	1840.000	2120.000	2465.000	2755.000	3070.000	3415.000	3705.000	3940.000	3500.000	2940.000	0	-1	7305	-1	-1	1	0	0	
3	12	3	0	2	1	0	35421252143	35421252143	8	0	4	3	5	4	2	1	2	5	2	1	4	3	785.000	4530.000	5315.000	1	0	0	3	5	2	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	790.000	1095.000	1710.000	2565.000	2950.000	3290.000	3590.000	3935.000	4245.000	4565.000	5125.000	3500.000	2940.000	0	-1	8535	-1	-1	1	0	0	
